text,gold,split,row_idx,pred,error,raw_response
the film has a childlike quality about it .,neutral,train,231,neutral,,"{ ""label"": ""neutral"" }"
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,neutral,train,232,positive,,"{ ""label"": ""positive"" }"
gone are the flamboyant mannerisms that are the trademark of several of his performances .,neutral,train,233,negative,,"{ ""label"": ""negative"" }"
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",positive,train,234,positive,,"{ ""label"": ""positive"" }"
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",negative,train,235,negative,,"{ ""label"": ""negative"" }"
"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",negative,train,236,negative,,"{ ""label"": ""negative"" }"
schrader examines crane 's decline with unblinking candor .,positive,train,237,positive,,"{ ""label"": ""positive"" }"
count on his movie to work at the back of your neck long after you leave the theater .,neutral,train,238,positive,,"{ ""label"": ""positive"" }"
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy .,positive,train,239,negative,,"{ ""label"": ""negative"" }"
"you would n't want to live waydowntown , but it is a hilarious place to visit .",positive,train,240,positive,,"{ ""label"": ""positive"" }"
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",positive,train,241,positive,,"{ ""label"": ""positive"" }"
there 's not one decent performance from the cast and not one clever line of dialogue .,negative,train,242,negative,,"{ ""label"": ""negative"" }"
translation : ` we do n't need to try very hard . ',negative,train,243,negative,,"{ ""label"": ""negative"" }"
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .",positive,train,244,positive,,"{ ""label"": ""positive"" }"
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",negative,train,245,negative,,"{ ""label"": ""negative"" }"
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",neutral,train,246,positive,,"{ ""label"": ""positive"" }"
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .,positive,train,247,positive,,"{ ""label"": ""positive"" }"
a captivating and intimate study about dying and loving ...,positive,train,248,positive,,"{ ""label"": ""positive"" }"
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",negative,train,249,negative,,"{ ""label"": ""negative"" }"
the world needs more filmmakers with passionate enthusiasms like martin scorsese .,positive,train,250,positive,,"{ ""label"": ""positive"" }"
the director seems to take an unseemly pleasure in -lrb- the characters ' -rrb- misery and at the same time to congratulate himself for having the guts to confront it .,negative,train,251,negative,,"{ ""label"": ""negative"" }"
the history is fascinating ; the action is dazzling .,positive,train,252,positive,,"{ ""label"": ""positive"" }"
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",positive,train,253,positive,,"{ ""label"": ""positive"" }"
i also believe that resident evil is not it .,negative,train,254,negative,,"{ ""label"": ""negative"" }"
if only there were one for this kind of movie .,neutral,train,255,negative,,"{ ""label"": ""negative"" }"
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .,positive,train,256,positive,,"{ ""label"": ""positive"" }"
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",neutral,train,257,positive,,"{ ""label"": ""positive"" }"
"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",positive,train,258,positive,,"{ ""label"": ""positive"" }"
"while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",positive,train,259,positive,,"{ ""label"": ""positive"" }"
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",positive,train,260,positive,,"{ ""label"": ""positive"" }"
... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,negative,train,261,negative,,"{ ""label"": ""negative"" }"
"death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",negative,train,262,negative,,"{ ""label"": ""negative"" }"
"spielberg 's picture is smarter and subtler than -lrb- total recall and blade runner -rrb- , although its plot may prove too convoluted for fun-seeking summer audiences .",positive,train,263,positive,,"{ ""label"": ""positive"" }"
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",negative,train,264,negative,,"{ ""label"": ""negative"" }"
smaller numbered kidlets will enjoy .,positive,train,265,positive,,"{ ""label"": ""positive"" }"
"offers no new insight on the matter , nor do its characters exactly spring to life .",negative,train,266,negative,,"{ ""label"": ""negative"" }"
"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",negative,train,267,negative,,"{ ""label"": ""negative"" }"
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",negative,train,268,negative,,"{ ""label"": ""negative"" }"
the characters are more deeply thought through than in most ` right-thinking ' films .,positive,train,269,positive,,"{ ""label"": ""positive"" }"
"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that .",positive,train,270,positive,,"{ ""label"": ""positive"" }"
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",negative,train,271,negative,,"{ ""label"": ""negative"" }"
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",negative,train,272,negative,,"{ ""label"": ""negative"" }"
"you see robin williams and psycho killer , and you think , hmmmmm .",neutral,train,273,negative,,"{ ""label"": ""negative"" }"
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .,positive,train,274,positive,,"{ ""label"": ""positive"" }"
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",positive,train,275,positive,,"{ ""label"": ""positive"" }"
one of the best looking and stylish animated movies in quite a while ...,positive,train,276,positive,,"{ ""label"": ""positive"" }"
the armenian genocide deserves a more engaged and honest treatment .,neutral,train,277,negative,,"{ ""label"": ""negative"" }"
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .",positive,train,278,positive,,"{ ""label"": ""positive"" }"
"it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",positive,train,279,positive,,"{ ""label"": ""positive"" }"
sayles ... once again strands his superb performers in the same old story .,negative,train,280,negative,,"{ ""label"": ""negative"" }"
"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",negative,train,281,negative,,"{ ""label"": ""negative"" }"
nicole kidman makes it a party worth attending .,positive,train,282,positive,,"{ ""label"": ""positive"" }"
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",positive,train,283,positive,,"{ ""label"": ""positive"" }"
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel .,positive,train,284,positive,,"{ ""label"": ""positive"" }"
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was .",negative,train,285,negative,,"{ ""label"": ""negative"" }"
